RAJ2000,DEJ2000,Flux_mJy,comment
160.5555,18.080056,18.6,
164.326708,18.080083,301.7,
152.939208,18.082028,21.8,
144.318208,18.083444,82.1,
173.029833,18.085111,30.2,
136.499042,18.086583,126.5,
148.401125,18.089889000000003,61.3,
170.62375,18.090583,693.4,
159.929917,18.090972,86.2,
137.183458,18.092417,275.0,
156.22958300000005,18.093278,30.2,
174.26095800000004,18.097056,29.7,
167.485625,18.097139,16.1,
139.059667,18.099972,20.1,
146.695583,18.1,17.3,
147.0935,18.10125,104.2,
148.544833,18.101722,19.8,
134.155875,18.101778,30.1,
171.477375,18.103333,22.0,
170.15033300000005,18.105611,22.1,
141.622333,18.114556,20.5,
136.503167,18.115444,51.0,
144.07925,18.121028,15.5,
150.585542,18.122028,30.5,
155.860125,18.122194,16.2,
140.293083,18.124861,19.4,
128.092083,18.125528,24.7,
147.491875,18.129278,16.2,
139.433208,18.129972,33.4,
151.733958,18.130861,146.2,
151.996375,18.13225,41.5,
165.857792,18.137,17.9,
152.87266699999995,18.137306,31.8,
166.179708,18.138083,15.3,
136.355042,18.139167,87.7,
147.323667,18.14,66.1,
173.861083,18.140028,15.1,
173.063333,18.140167,42.8,
155.466917,18.14275,28.9,
173.265292,18.143306,17.6,
150.6785,18.146139,19.0,
158.02200000000005,18.147556,19.5,
145.397583,18.147944,16.8,
158.437333,18.149694,46.0,
159.494667,18.150528,39.6,
135.5,18.150972,52.6,
162.23429199999995,18.152056,15.2,
134.96270800000002,18.152528,17.1,
147.427625,18.155306,15.6,
171.25599999999997,18.156028,26.8,
161.506458,18.157944,110.2,
131.933042,18.158889,28.9,
127.120708,18.159417,19.8,
153.78875,18.163444,225.9,
153.263375,18.165889,24.8,
133.32575,18.167139,17.5,
147.642875,18.168056,21.3,
161.373583,18.169361,36.8,
145.26820800000004,18.170389,19.0,
147.149375,18.172389000000006,34.4,
146.77404199999995,18.173472,22.9,
128.454667,18.173583,28.6,
162.391333,18.174472,34.4,
149.710542,18.17475,26.2,
146.67775,18.176222,15.7,
159.206958,18.181528,50.1,
146.638583,18.181833,39.7,
166.58475,18.182417,89.8,
173.25225,18.182778,34.6,
136.583792,18.183917,97.2,
148.76195800000005,18.185,21.9,
171.220458,18.186778,19.4,
131.777958,18.187528,39.4,
162.033792,18.188556,22.2,
149.58308300000004,18.191694,39.0,
126.856208,18.1955,97.0,
139.930792,18.196056,45.0,
133.184708,18.1965,44.7,
167.166125,18.198528,80.3,
133.682875,18.199056,65.1,
146.351375,18.206889,15.4,
137.14166699999998,18.207389000000006,18.5,
153.826708,18.20925,28.5,
159.1895,18.212417,28.6,
154.194625,18.212778,46.9,
135.382667,18.220444,45.6,
135.673833,18.221194,17.8,
154.091,18.222472,39.2,
127.955792,18.223417,23.0,
144.510208,18.224611,108.7,
156.678792,18.225556,27.1,
137.70325,18.225861,37.9,
145.211208,18.227194,19.5,
153.249333,18.233333,15.1,
130.785875,18.23375,523.6,
169.282792,18.235778,18.1,
156.62020800000005,18.235833,16.9,
172.77645800000005,18.239389000000006,17.6,
137.702208,18.244528,16.2,
127.908167,18.24475,20.6,
144.0145,18.247,16.1,
169.987125,18.247333,40.0,
159.21158300000005,18.248083,29.5,
172.988708,18.24875,25.6,
168.68504199999995,18.250778,44.6,
145.44579199999995,18.253222,16.9,
162.27029199999996,18.255306,15.5,
140.633625,18.259889,31.7,
156.17125,18.260694,23.6,
157.627083,18.261528,21.9,
155.301917,18.261806,22.5,
142.342375,18.262722,39.5,
146.69899999999996,18.263,32.0,
164.03729199999995,18.264694,85.6,
140.1645,18.266528,20.1,
132.169125,18.26975,23.6,
132.204792,18.270361,17.6,
134.929875,18.271361,53.4,
132.770792,18.274389000000006,71.3,
154.911917,18.274556,45.8,
146.93141699999995,18.274639,22.7,
162.30766699999995,18.277667,16.0,
173.161583,18.279194,17.4,
156.152083,18.280139,56.9,
170.311417,18.281944,30.6,
149.46991699999995,18.282083,20.6,
129.288708,18.287806,19.1,
150.326833,18.290389,30.7,
144.807625,18.292556,55.6,
161.55766699999995,18.294,108.6,
150.67225,18.294194,139.1,
128.029833,18.297194,25.1,
170.669125,18.297694,30.4,
170.803708,18.298056,15.4,
137.554917,18.303639,18.9,
134.814125,18.303694,25.9,
161.569208,18.308417,43.9,
154.302208,18.3085,24.0,
161.059292,18.309639,51.7,
136.33891699999998,18.313222,65.7,
169.00799999999995,18.313444,45.9,
148.053833,18.315083,17.6,
132.60941699999998,18.317472,71.6,
135.56854199999998,18.317889,68.8,
148.334125,18.322028,64.8,
154.311583,18.322417,20.6,
144.78229199999996,18.322472,36.9,
158.879083,18.322917,22.1,
164.089625,18.331083,34.2,
134.49041699999998,18.333417,17.7,
133.491958,18.333944,18.2,
138.381708,18.335333,16.6,
153.128375,18.338722,20.8,
144.273042,18.339833,35.7,
154.5125,18.342806,20.3,
159.917167,18.343028,21.3,
140.04875,18.343611,151.7,
158.820208,18.344167,18.2,
163.127667,18.344389000000003,40.1,
146.136042,18.344972,19.8,
128.659542,18.34525,72.3,
157.824333,18.350472,139.8,
145.346667,18.351778,456.3,
156.40029199999995,18.354889,37.9,
128.103542,18.355722,143.8,
149.699792,18.359417,45.6,
142.859167,18.362889000000006,30.7,
164.82316699999996,18.363778,35.6,
137.475875,18.364222,762.9,
166.687333,18.366167,24.8,
134.554667,18.366694,23.1,
129.286792,18.366694,15.4,
144.983083,18.369,99.5,
160.670125,18.372583,17.3,
135.809333,18.373694,68.2,
172.005292,18.37375,19.2,
171.551167,18.376722,174.2,
131.378167,18.376833,46.1,
164.015167,18.378611,29.3,
134.69775,18.378722,49.0,
151.65270800000005,18.378806,28.8,
141.080083,18.382472,38.2,
131.727458,18.386444,98.8,
158.710125,18.387639,32.7,
147.19245800000004,18.399833,18.3,
128.903125,18.400361,16.1,
126.489833,18.401389,21.3,
154.121708,18.40225,30.1,
172.254292,18.404778,18.1,
163.15391699999995,18.410528,38.8,
127.778125,18.410639,21.0,
141.782958,18.4115,30.1,
133.7625,18.415028,16.9,
134.312875,18.416361,31.0,
128.573375,18.417139,19.8,
156.135625,18.417222,22.6,
171.94675,18.417278,27.3,
141.87575,18.417778,48.1,
127.895917,18.417833,106.5,
154.248125,18.420389,18.2,
128.95570800000002,18.422167,53.2,
147.79625,18.422333,19.5,
162.9935,18.424361,50.8,
127.580375,18.425222,109.4,
152.150125,18.425778,16.1,
143.36404199999996,18.429306,25.8,
154.06525,18.429611,19.6,
166.755,18.430333,162.5,
174.60825,18.431722,31.7,
136.878792,18.434639,28.0,
152.398333,18.437056,156.3,
162.992083,18.438417,65.1,
153.953292,18.438444,48.3,
138.378833,18.440333,49.1,
143.414417,18.441972,15.7,
149.37825,18.444417,20.3,
154.97704199999995,18.447056,33.2,
172.005375,18.451056,68.6,
172.65141699999995,18.451694,19.5,
140.725292,18.453139,42.4,
167.053417,18.456306,38.3,
142.21770800000004,18.458167,321.3,
172.541375,18.458167,26.8,
151.070083,18.458667,22.5,
173.771125,18.45875,208.4,
164.918583,18.460333,45.0,
162.225292,18.464111,27.4,
127.575417,18.464167,52.7,
164.834625,18.465472,89.2,
148.611083,18.467,17.3,
140.034583,18.468667,38.1,
160.41470800000005,18.473944,29.0,
131.041625,18.477389,57.2,
163.786292,18.47975,60.9,
151.76333300000005,18.480833,23.6,
132.554958,18.483167,22.7,
159.274917,18.4835,183.1,
159.6395,18.489611,43.7,
143.642708,18.492694,51.1,
162.224,18.493917,85.1,
144.831917,18.496333,33.2,
133.812375,18.49725,38.6,
162.91470800000005,18.497361,17.2,
141.966833,18.498917,19.6,
137.523125,18.504,284.2,
163.792625,18.5045,53.2,
166.2205,18.507389,58.3,
141.416333,18.507472,64.7,
166.803042,18.507972,25.3,
137.514708,18.511917,42.6,
149.501375,18.511972,22.4,
139.3895,18.514667000000006,17.4,
137.021417,18.515306,37.5,
134.67779199999998,18.519194,69.7,
129.594,18.521333,32.6,
144.63375,18.522667,18.2,
156.93775,18.527528,45.0,
151.330875,18.52925,69.7,
133.283875,18.529444,16.1,
142.693208,18.532944,27.9,
151.20791699999995,18.533222,22.3,
149.0795,18.535583,16.7,
128.066875,18.536417,895.8,
131.91220800000002,18.538056,24.5,
154.375208,18.538722,19.7,
155.668667,18.541,18.5,
133.6195,18.541333,23.5,
154.44325,18.542056,312.2,
161.428875,18.543778,52.3,
142.800625,18.544528,19.5,
138.33404199999998,18.553,17.5,
139.637708,18.553139,25.2,
152.593292,18.554806,22.5,
167.370625,18.555861,16.8,
166.613208,18.557417,15.0,
172.85775,18.558444,78.2,
139.659583,18.558833,33.8,
137.45054199999998,18.563417,50.8,
151.55391699999996,18.566139,19.2,
133.32299999999998,18.568139,41.8,
161.288083,18.569306,54.3,
156.30058300000005,18.580083,17.9,
137.53133300000002,18.581333,55.6,
163.820542,18.586944,129.9,
152.240792,18.587028,22.7,
174.317208,18.587667,27.2,
140.01075,18.588194,16.6,
148.120083,18.592139000000003,28.0,
138.983542,18.592944,78.2,
149.173875,18.594,64.5,
139.2355,18.596667,38.3,
128.160458,18.597861,48.4,
150.00575,18.599639,18.0,
163.478542,18.601278,59.6,
154.801208,18.601417,273.7,
160.677208,18.601472,16.6,
167.274708,18.601917,704.6,
161.841708,18.603944,16.6,
164.862083,18.607917,98.6,
169.183042,18.6085,25.3,
161.505375,18.608583,23.3,
169.059625,18.610278,50.4,
168.914125,18.612806,28.1,
136.029875,18.613639000000006,17.8,
171.025,18.615167,123.2,
155.292625,18.616472,39.5,
174.398625,18.616639000000006,27.5,
160.701625,18.618361,16.9,
164.372375,18.620139,22.1,
126.080208,18.621167,16.5,
155.95808300000004,18.624583,19.7,
153.852083,18.624778,25.1,
149.754542,18.626667,43.9,
167.92779199999995,18.626806,105.7,
158.579958,18.627167,160.2,
125.727667,18.62825,39.3,
128.11700000000002,18.628889,241.9,
142.086833,18.63325,17.6,
155.984167,18.634167,26.4,
145.907333,18.634333,15.2,
155.298792,18.636972,25.9,
133.342333,18.637111,18.6,
139.158125,18.637694,191.0,
163.821,18.638972,19.9,
150.52170800000005,18.639444,20.7,
129.270667,18.6465,155.2,
125.810333,18.649306,50.3,
155.311833,18.653556,25.4,
162.26929199999995,18.656639,25.1,
143.830125,18.657333,45.2,
132.358125,18.666722,127.2,
136.389708,18.667472,18.2,
146.99895800000004,18.674167,21.3,
127.5855,18.675722,70.3,
156.687083,18.680806,22.3,
172.64908300000005,18.681639,25.5,
127.484333,18.683611,17.3,
150.308583,18.684278,21.1,
138.274875,18.684333,22.2,
167.18616699999995,18.684944,19.8,
165.811625,18.685722,33.2,
174.304958,18.688417,25.2,
167.957042,18.689194,20.8,
140.934875,18.690028,227.0,
134.06575,18.691,30.5,
137.6635,18.692111,52.3,
170.58308300000004,18.69375,65.5,
140.61541699999998,18.694528,22.1,
137.666583,18.6965,50.0,
127.654042,18.697528,15.0,
164.100292,18.69925,15.3,
163.358708,18.700528,87.9,
149.705792,18.702667,16.5,
142.131958,18.70375,17.2,
151.13225,18.705778,17.6,
149.631,18.707056,31.4,
142.15745800000005,18.707222,52.9,
152.2175,18.708528,66.5,
170.483125,18.709,62.1,
139.884167,18.709222,23.7,
172.76,18.711028,25.1,
161.430083,18.712139,51.0,
144.639625,18.716222,55.9,
129.2155,18.716222,47.5,
169.492583,18.719389000000003,23.8,
139.291667,18.722028,29.0,
137.510875,18.723139,19.8,
167.189125,18.72425,17.3,
146.414375,18.724806,36.6,
172.59716699999996,18.726306,153.3,
131.197583,18.727472,49.7,
150.817583,18.729694,24.2,
137.766458,18.729917,16.8,
141.4935,18.730944,19.9,
162.608458,18.732444,23.4,
162.853833,18.735806,53.4,
158.471875,18.736,208.6,
136.3375,18.740722,51.9,
139.362292,18.746194,66.3,
128.821625,18.747667,44.1,
156.551875,18.749889000000003,84.2,
174.116958,18.751944,16.2,
139.534375,18.752444,16.3,
125.69075,18.752583,35.5,
145.317792,18.755028,42.9,
168.536458,18.755083,31.2,
164.310958,18.758972,16.3,
174.717792,18.760528,23.1,
145.356208,18.760583,18.6,
139.888542,18.76425,86.4,
134.932792,18.766306,237.2,
167.926792,18.767861,17.7,
157.96325,18.768333,26.9,
144.529167,18.771611,30.1,
164.465292,18.776194,19.3,
135.680875,18.778833,40.3,
125.344958,18.780056,19.3,
140.14058300000002,18.782028,23.7,
171.205875,18.7895,18.3,
166.3885,18.789694,37.3,
150.227625,18.791583,51.3,
133.927375,18.793278,32.3,
157.00325,18.798139000000006,15.6,
173.028333,18.799417,274.3,
156.17304199999995,18.799944,16.2,
126.631333,18.8,93.3,
157.928167,18.801722,18.0,
159.308458,18.808278,68.6,
151.260625,18.809639,15.4,
131.58725,18.810528,41.3,
133.91225,18.812694,37.1,
165.87133300000005,18.814639,121.8,
128.101,18.816167,96.3,
140.483875,18.816694,15.6,
131.634167,18.816806,66.0,
158.613375,18.818444,30.2,
153.015458,18.823444,33.3,
130.803875,18.824417,232.4,
149.04429199999996,18.830139000000006,19.9,
146.763833,18.83025,19.2,
156.84825,18.830472,15.5,
144.11525,18.834028,58.7,
149.737833,18.834139,15.5,
159.25229199999995,18.834694,76.2,
161.9935,18.836861,106.8,
139.485792,18.837944,20.6,
153.03120800000005,18.838972,43.5,
133.144542,18.8405,23.9,
136.418625,18.843028,24.3,
126.510125,18.853222,18.7,
148.617333,18.853944,90.2,
155.654708,18.855528,22.2,
145.552583,18.8605,32.3,
140.94825,18.864417,158.4,
152.607375,18.865361,233.3,
155.1255,18.86575,16.1,
127.3945,18.867167,68.8,
146.686875,18.867389000000006,24.7,
172.9495,18.867944,18.3,
169.043958,18.872583,46.9,
162.104042,18.873639,18.8,
126.878083,18.875694,15.7,
170.848125,18.877361,19.8,
127.468875,18.880667000000006,157.4,
164.196625,18.881611,50.3,
147.56825,18.882306,55.2,
163.867542,18.8835,40.8,
151.474083,18.886306,80.0,
140.930917,18.888639,22.9,
169.320625,18.891222,82.1,
155.729958,18.893,544.1,
142.223375,18.893,49.1,
156.432583,18.893194,15.1,
150.912792,18.899139,41.7,
131.375917,18.899694,17.9,
150.778625,18.900806,35.3,
135.337208,18.901667,19.7,
170.40616699999995,18.901694,23.3,
153.653208,18.904333,19.7,
174.057458,18.904944,80.6,
174.855542,18.905194,41.7,
140.696583,18.907556,92.4,
150.052875,18.91,30.6,
152.12266699999995,18.911806,19.1,
133.399125,18.913139,16.8,
130.754708,18.913528,20.1,
167.35925,18.913889,33.8,
157.365958,18.915306,65.3,
161.574333,18.915472,15.1,
154.116958,18.917028,20.3,
125.092792,18.91825,17.3,
134.361542,18.923583,59.3,
151.0585,18.926389,25.0,
143.33529199999995,18.930167,17.1,
168.86041699999996,18.932028,41.2,
169.606875,18.9325,116.8,
154.208375,18.934833,27.1,
134.527958,18.936806,33.1,
163.16816699999995,18.938611,34.1,
166.043417,18.942944,30.7,
146.518917,18.944556,16.5,
152.636833,18.951139,37.5,
162.658875,18.9565,21.6,
168.270042,18.957556,28.9,
147.75604199999995,18.957694,85.9,
163.712083,18.961278,27.2,
173.973042,18.963306,19.7,
147.921583,18.964194,42.3,
162.190208,18.966083,80.0,
150.386833,18.966778,23.1,
146.258875,18.967722,26.1,
138.573208,18.969,45.4,
147.349333,18.971444,18.8,
155.511375,18.972917,18.1,
172.751917,18.973222,20.3,
134.381542,18.977278,159.0,
164.45308300000005,18.980083,15.7,
131.690458,18.980472,44.3,
137.42975,18.980806,179.0,
128.008167,18.981556,30.6,
131.630708,18.982444,50.1,
173.631875,18.983694,17.0,
162.482917,18.986278,17.0,
148.506125,18.987583,19.1,
155.744,18.998222,21.9,
148.270875,18.999417,25.5,
142.671375,18.999972,174.5,
170.585208,19.000778,38.8,
163.395167,19.001222,25.9,
163.57454199999995,19.006083,176.2,
147.810917,19.006778,17.3,
172.666792,19.006889,18.0,
167.21254199999996,19.012083,15.0,
151.923125,19.0155,47.2,
128.911167,19.01725,17.7,
129.91104199999998,19.019056,71.6,
156.827417,19.019611,15.0,
173.30991699999996,19.020556,33.1,
133.189042,19.021139,19.6,
163.594375,19.027111,170.8,
128.071458,19.027361,24.9,
135.279083,19.030083,17.2,
153.42066699999995,19.030194,18.5,
144.987042,19.030861,21.5,
158.674792,19.037028,35.7,
159.5585,19.043611,26.9,
136.641583,19.048194,15.2,
140.031042,19.050222,21.4,
154.554958,19.051083,80.8,
141.50225,19.052111,76.6,
142.528875,19.053556,29.3,
168.34599999999998,19.053694,21.6,
135.144375,19.055361,16.9,
141.27475,19.057806,41.1,
148.90620800000005,19.064361,50.7,
139.100417,19.0695,19.2,
144.739125,19.070028,30.7,
135.549833,19.070056,34.5,
169.32775,19.073389,717.9,
140.10125,19.076306,18.2,
166.958542,19.080917000000003,25.5,
129.308042,19.08175,248.8,
151.853792,19.082944,26.2,
174.813167,19.084194,47.4,
131.05200000000002,19.085417,15.5,
142.780875,19.090083,19.9,
158.650667,19.090861,33.9,
160.089667,19.091333,57.4,
146.942042,19.094778,40.1,
149.307458,19.103972,143.5,
152.883542,19.108167,107.4,
143.7165,19.108639,58.0,
138.964708,19.112556,21.7,
148.042583,19.119306,15.1,
152.865542,19.120083,61.8,
141.298167,19.120306,40.3,
149.328833,19.12125,145.0,
172.60025,19.122722,39.7,
141.41220800000005,19.125694,15.5,
159.046542,19.126056,33.5,
140.607167,19.127722,33.2,
148.81020800000005,19.130111,56.6,
171.523875,19.133083,170.4,
138.7515,19.133389,21.4,
142.338833,19.133722,35.4,
125.281542,19.13425,15.3,
169.964292,19.135306,85.1,
133.40266699999998,19.136222,15.8,
168.751083,19.138472,24.6,
125.426208,19.139389,44.5,
153.923375,19.142167,20.9,
131.586917,19.143389000000006,57.9,
126.725125,19.143556,16.6,
127.16425,19.144833,21.9,
133.281417,19.145806,22.8,
166.730042,19.153472,531.0,
150.614542,19.156889000000003,27.4,
169.9315,19.158194,20.9,
141.17416699999995,19.158472,20.1,
171.99158300000005,19.161778,205.2,
160.90366699999996,19.167389,46.9,
148.057958,19.170694,24.1,
152.551083,19.173167000000007,15.4,
145.5165,19.175722,16.7,
127.513792,19.177528,512.9,
157.926333,19.181472,193.0,
167.73316699999995,19.1825,17.0,
167.55054199999995,19.186306,20.2,
172.474542,19.192306,26.4,
163.311583,19.19275,73.3,
170.26316699999995,19.19625,26.6,
134.949625,19.2035,17.4,
145.178458,19.204944,43.8,
156.18675,19.20575,680.6,
133.495958,19.208833,16.6,
171.169375,19.209056,84.6,
147.03245800000005,19.209667,118.4,
137.824833,19.210639,17.0,
146.918583,19.213056,20.5,
171.19799999999995,19.214306,42.7,
151.149667,19.217639,24.6,
168.033958,19.21775,19.6,
169.659583,19.218889,66.4,
164.362125,19.220139,19.4,
127.722583,19.220806,117.4,
162.90225,19.222389,29.8,
135.339333,19.224778,167.3,
162.86575,19.226806,25.1,
161.406875,19.227,26.6,
172.30175,19.229111,94.8,
159.047375,19.229472,79.8,
152.76825,19.229944,31.3,
168.403167,19.232,63.9,
150.534,19.23375,264.3,
167.584708,19.239556,18.3,
166.250542,19.239833,24.3,
152.80891699999995,19.240778,34.3,
162.70445800000005,19.243083,20.3,
169.203,19.244833,17.2,
162.720042,19.250694,47.1,
139.42275,19.250917,25.7,
153.5805,19.254472,28.1,
135.354375,19.2545,184.6,
126.528458,19.261111,18.4,
128.04554199999998,19.261833,21.0,
131.482625,19.262889,28.5,
146.372333,19.263361,16.8,
142.158625,19.264417,59.2,
135.206958,19.268333,29.2,
150.653125,19.269083,160.6,
149.499708,19.269417,427.0,
135.814708,19.27175,330.8,
171.776542,19.2755,30.1,
140.810333,19.275778,58.3,
131.162125,19.275889000000006,18.8,
166.026167,19.280111,50.3,
134.01220800000002,19.282611,17.4,
165.774125,19.284028,99.2,
164.41825,19.284083,15.8,
157.591083,19.284333,27.0,
167.101542,19.291917,27.9,
163.40854199999995,19.292472,28.1,
127.496958,19.292806,19.2,
165.529083,19.297972,206.8,
157.23795800000005,19.300472,16.2,
131.685,19.303889,126.5,
135.747917,19.309528,25.0,
163.375667,19.316028,19.0,
136.731833,19.317278,41.4,
130.1865,19.319861,70.4,
152.798375,19.321389,66.0,
144.668625,19.321722,42.8,
174.896625,19.321778,63.2,
151.884125,19.323917,38.6,
171.182917,19.324917000000006,874.7,
153.024167,19.328833,19.4,
172.156958,19.3315,124.5,
164.218375,19.336194,27.2,
154.538125,19.337306,29.2,
156.947417,19.341861,25.0,
129.063917,19.345389,24.2,
160.950208,19.35225,70.4,
171.4545,19.355861,44.8,
126.776083,19.359528,35.8,
131.320708,19.359917000000006,28.6,
139.6845,19.362389,23.0,
130.521333,19.363806,33.8,
129.779583,19.365861,451.5,
147.24879199999995,19.369417,17.7,
169.20666699999995,19.369611,16.5,
144.307625,19.372861,26.0,
131.211125,19.374417,249.9,
174.826375,19.376667,39.1,
134.575875,19.378917,22.0,
170.1835,19.379306,437.0,
127.1975,19.382361,15.9,
156.464,19.387056,42.9,
160.924708,19.388556,225.4,
132.87033300000002,19.39,21.3,
158.283,19.398389,32.1,
150.095833,19.400083,59.4,
153.921125,19.401028,42.4,
164.005,19.401111,193.7,
171.243542,19.403167,18.7,
136.417833,19.403472,17.3,
139.09716699999998,19.404611,54.9,
144.243167,19.407583,22.8,
164.020667,19.407861,137.3,
157.93266699999995,19.411361,61.7,
150.059792,19.412,35.2,
146.442417,19.4145,18.5,
138.71975,19.417306,45.6,
145.314292,19.417861,76.6,
171.979833,19.419667,48.9,
149.50258300000004,19.420889000000006,22.1,
126.293958,19.422472,34.5,
159.412958,19.423167000000007,22.3,
161.447583,19.427222,44.1,
126.11225,19.431917,28.8,
155.92545800000005,19.436861,27.7,
136.367167,19.436944,69.8,
161.45904199999995,19.438528,41.4,
165.393,19.443528,53.2,
163.458625,19.44575,50.0,
130.725583,19.44675,34.2,
139.962208,19.448667,114.0,
170.37,19.449083,50.3,
167.597042,19.453472,83.0,
156.96045800000005,19.453861,48.1,
125.135792,19.454611,147.7,
149.108583,19.457889,37.1,
141.796,19.459528,16.4,
147.002833,19.460167,27.0,
169.311042,19.460611,40.6,
143.68875,19.46075,56.8,
166.864,19.4615,191.8,
135.391875,19.4625,15.7,
140.54929199999998,19.462833,22.7,
128.114083,19.467028,24.2,
127.660125,19.467222,36.1,
136.00841699999998,19.467833,35.3,
137.40616699999998,19.468694,68.9,
142.77325,19.471444,125.5,
144.73975,19.471583,200.6,
139.443042,19.472778,20.3,
144.24200000000005,19.47525,46.6,
162.38358300000004,19.475278,20.1,
159.582208,19.479111,36.9,
167.797833,19.482833,36.3,
165.094042,19.483083,35.8,
172.88675,19.483111,558.3,
168.730042,19.483528,22.6,
134.359667,19.484694,264.7,
141.161417,19.48575,62.0,
167.210833,19.488778,23.3,
172.924958,19.491611,21.4,
160.604208,19.491722,32.9,
136.75725,19.492,17.6,
143.871833,19.493028,286.8,
127.550792,19.494222,56.4,
151.199667,19.494417,99.3,
153.279042,19.502222,68.6,
170.773208,19.507167000000006,68.3,
125.687875,19.511694,28.5,
170.189083,19.513417,17.0,
167.27629199999996,19.514,37.0,
133.305833,19.514722,127.9,
125.437167,19.515806,39.7,
135.774875,19.520083,62.5,
165.636125,19.521278,15.3,
151.861375,19.523222,17.7,
139.852667,19.523833,27.3,
154.464375,19.525389,19.7,
127.35925,19.525917,17.3,
160.256792,19.526222,17.8,
146.707375,19.527972,18.4,
155.797625,19.528,99.5,
172.2375,19.528528,21.1,
157.301167,19.535639,18.5,
163.692417,19.538194,18.8,
133.186375,19.538917,53.7,
162.797292,19.539556,23.3,
128.875,19.5405,71.3,
171.81900000000005,19.541917,113.3,
152.97225,19.543472,23.7,
144.715542,19.546611,63.3,
145.038375,19.546778,20.8,
152.078958,19.547139,67.4,
163.85933300000005,19.548028,19.0,
161.401208,19.548944,25.5,
171.840833,19.549056,17.3,
158.900583,19.549889,21.1,
166.698958,19.552694,18.8,
145.434375,19.55375,22.9,
162.580042,19.556917,31.3,
125.593583,19.557944,15.2,
162.070167,19.56525,34.5,
161.022542,19.568472,40.6,
142.354042,19.572583,112.1,
162.21991699999995,19.574361,17.2,
159.111917,19.578083,24.0,
138.494375,19.579583,22.6,
159.26570800000005,19.581639000000006,27.3,
152.058542,19.582556,106.1,
128.01225,19.582778,30.3,
158.544833,19.583,133.9,
131.341125,19.583056,79.5,
155.723167,19.584472,20.3,
143.161917,19.586778,23.9,
132.199375,19.590444,21.8,
141.4435,19.59075,50.3,
143.449917,19.590833,40.2,
173.779792,19.591917,83.3,
150.39320800000004,19.600056,19.2,
133.753,19.602889,34.1,
155.802125,19.604083,19.2,
145.610083,19.604472,19.5,
163.026917,19.605083,60.3,
162.00375,19.605889,23.2,
145.36825,19.609361,162.4,
142.966083,19.609472,248.7,
137.60925,19.612111,169.6,
142.667125,19.614472,24.3,
166.485833,19.615639,16.9,
159.954375,19.615889000000006,21.9,
168.99645800000005,19.618417,28.1,
169.40225,19.619139,47.5,
148.868083,19.624778,18.0,
159.692708,19.626611,150.6,
152.935708,19.627472,16.6,
129.142083,19.631833,27.1,
148.973083,19.631861,18.9,
149.549917,19.633167,91.7,
170.185542,19.633472,18.9,
149.393917,19.636583,59.8,
131.029458,19.637806,40.2,
162.037917,19.638194,135.6,
153.282833,19.641111,26.8,
132.77170800000002,19.6415,20.3,
161.832208,19.641806,16.2,
133.775417,19.642194,52.6,
139.93870800000002,19.642417,32.8,
158.085833,19.644833,316.6,
137.443375,19.646278,27.2,
134.25525,19.646639,208.1,
133.804167,19.648361,35.1,
148.192833,19.651861,29.1,
142.408958,19.652806,16.0,
170.0495,19.653028,28.1,
129.136333,19.6535,30.7,
170.065458,19.656583,25.5,
139.94341699999998,19.658306,39.0,
159.838042,19.6605,15.3,
143.640375,19.661944,315.3,
136.43425,19.662861,15.7,
164.101625,19.665833,23.1,
131.020375,19.669,21.8,
158.8445,19.669111,16.6,
130.725292,19.672278,52.5,
134.441833,19.676472,16.6,
156.15729199999996,19.677139,18.7,
130.32808300000002,19.678139,32.3,
165.769792,19.678972,19.1,
174.353542,19.679333,84.5,
174.549792,19.679611,15.7,
148.197125,19.680528,133.4,
168.192,19.68225,67.4,
138.66945800000002,19.6825,20.5,
171.016083,19.687,33.6,
146.35833300000004,19.689167,44.3,
166.080292,19.689583,122.4,
144.283625,19.689694,35.6,
162.66091699999996,19.691278,22.8,
154.10458300000005,19.691861,19.6,
148.23429199999995,19.691861,90.8,
164.128333,19.693194,16.4,
136.514708,19.694361,16.5,
144.75370800000005,19.695333,32.1,
162.271375,19.6965,400.9,
159.47958300000005,19.696778,21.3,
132.283458,19.700806,21.5,
171.93283300000004,19.703639000000006,19.3,
157.86904199999995,19.706,18.0,
134.813083,19.70725,80.6,
159.109042,19.70725,15.7,
128.02183300000002,19.707778,25.3,
172.786458,19.710806,27.1,
142.955208,19.711889000000006,32.7,
155.541583,19.71375,399.1,
156.988875,19.716056,16.6,
163.272625,19.716944,18.7,
130.475333,19.717333,18.6,
131.920042,19.717806,18.7,
155.314583,19.722972,32.5,
131.775542,19.723917,18.3,
144.595042,19.725056,29.4,
126.683625,19.7255,22.7,
166.02975,19.725861,34.7,
157.235333,19.728583,229.9,
172.989958,19.729667000000006,18.1,
165.054875,19.732583,23.4,
125.651667,19.732722,19.1,
129.606833,19.732806,16.6,
126.420917,19.735528,45.9,
152.258833,19.738556,15.7,
127.5045,19.741,24.0,
126.29875,19.741028,21.9,
146.783375,19.742583,23.1,
166.808625,19.743861,57.7,
172.52599999999995,19.745528,110.3,
153.86725,19.746472,51.7,
143.195167,19.747694,16.9,
127.954167,19.747917,44.5,
134.13725,19.748306,168.4,
163.560833,19.749194,113.7,
131.015792,19.749806,71.0,
166.556625,19.755389,17.2,
143.6485,19.761639,18.0,
153.501917,19.770306,76.0,
162.495083,19.774972,15.5,
