RAJ2000,DEJ2000,Flux_mJy,comment
169.76225,26.019222,87.0,
149.431833,26.019917,61.4,
169.9135,26.020167,38.7,
168.085708,26.021583,54.2,
136.416,26.0235,25.4,
164.346375,26.025139000000006,186.7,
165.982208,26.027222,60.5,
133.77645800000002,26.02825,29.5,
167.844042,26.031611,63.4,
133.930958,26.032667,24.6,
147.276333,26.032889,20.8,
132.147333,26.033222,29.4,
163.57225,26.033306,99.5,
163.284,26.033389,20.3,
168.655375,26.033444,19.1,
126.745,26.034222,21.0,
159.989792,26.037,22.4,
174.898083,26.037028,67.6,
138.368083,26.03725,67.0,
166.36533300000005,26.037694,16.7,
130.798417,26.038278,20.9,
151.9575,26.039389,20.1,
140.007958,26.039972,212.1,
152.67420800000005,26.043278,16.2,
137.312875,26.045083,19.2,
168.279792,26.04625,42.1,
144.077958,26.047611,19.8,
163.310667,26.051194,96.0,
138.58625,26.052083,82.9,
162.038917,26.052139,17.4,
155.183875,26.052306,43.6,
126.53275,26.053278,40.9,
151.313458,26.057778,180.1,
145.06133300000005,26.058194,462.2,
172.510542,26.058472,32.2,
136.67670800000002,26.060972,31.0,
139.31508300000002,26.061111,58.4,
168.860125,26.061472,28.4,
144.970667,26.062111,23.4,
130.4335,26.064056,25.1,
172.616833,26.065278,216.0,
164.561667,26.066389,24.3,
145.3695,26.067444,79.4,
151.570375,26.067583,32.5,
129.94595800000002,26.070278,61.4,
144.76208300000005,26.07075,26.1,
135.440417,26.077556,15.0,
151.486333,26.079806,55.7,
155.070583,26.083333,27.0,
159.577792,26.083417,31.9,
156.081875,26.085444,20.9,
150.926292,26.086583,439.7,
166.03875,26.087139,25.4,
131.09145800000002,26.0895,37.2,
169.334292,26.091806,61.7,
134.769792,26.095278,33.6,
168.736458,26.097361,33.1,
171.254292,26.100944,56.4,
131.125333,26.101528,24.3,
129.86879199999998,26.104083,16.8,
131.14075,26.105306,107.4,
166.027917,26.108389000000006,53.2,
144.664333,26.117111,44.5,
136.61783300000002,26.118361,15.3,
144.838333,26.119278,31.1,
136.46141699999998,26.119667,62.4,
134.135,26.120778,171.5,
151.08154199999996,26.124056,20.8,
165.215833,26.128083,36.4,
134.3715,26.131583,42.9,
156.90866699999995,26.133333,57.3,
156.847042,26.1345,53.4,
131.40629199999998,26.134806,21.3,
126.788292,26.136389,25.2,
140.790458,26.137194,57.1,
157.16275,26.137361,167.6,
128.444333,26.138806,17.1,
173.81870800000004,26.140722,131.6,
141.72120800000005,26.142028,24.8,
174.937833,26.145861,108.1,
150.71775,26.145944,16.0,
139.95025,26.148194,140.1,
135.554917,26.148472,62.4,
137.300125,26.148694,25.3,
172.250708,26.153333,175.8,
126.090875,26.154333,22.5,
170.082833,26.156139000000003,41.2,
169.15325,26.156361,38.5,
172.94341699999995,26.15725,41.4,
162.32329199999995,26.157917,44.3,
135.231417,26.158806,29.7,
173.79095800000005,26.159111,44.8,
135.79929199999998,26.160361,195.9,
139.82299999999998,26.161333,71.7,
153.790333,26.163833,17.4,
154.532792,26.164583,180.4,
154.77675,26.165472,60.0,
139.906833,26.167667,61.4,
149.69299999999996,26.167889,66.4,
145.652208,26.170972,35.1,
171.47375,26.17225,921.2,
126.170292,26.173028,21.4,
149.407083,26.174083,53.9,
174.241333,26.174194,54.4,
143.95554199999995,26.174417,31.4,
157.357583,26.174444,30.0,
127.002583,26.176694,16.5,
167.05154199999996,26.177083,115.0,
165.181375,26.177333,91.1,
128.770917,26.177806,497.9,
138.57375,26.180278,20.6,
151.055125,26.180833,117.5,
150.94725,26.187083,19.7,
135.61075,26.187278,22.6,
146.389625,26.187611,28.2,
136.273292,26.189806,207.1,
128.671625,26.190222,18.0,
144.586375,26.192278,212.7,
134.18745800000002,26.195611,20.3,
169.441542,26.197306,18.5,
159.527083,26.200194,55.1,
127.412917,26.200472,23.3,
164.003958,26.201028,16.6,
144.877,26.202472,73.9,
141.051333,26.2025,20.2,
140.432417,26.20375,26.2,
140.45225,26.204556,37.9,
137.313208,26.205111,16.0,
153.237375,26.205667,18.2,
138.11975,26.212083,25.4,
163.932375,26.212222,35.7,
131.76425,26.212694,29.5,
163.735875,26.213167,338.5,
125.073,26.2165,40.5,
174.589958,26.218556,20.4,
141.940333,26.221667,150.0,
160.157083,26.223639,30.0,
153.110667,26.224556,50.3,
139.090625,26.224639,53.3,
129.308042,26.225083,19.5,
140.035708,26.226833000000006,16.9,
170.522625,26.229028000000003,303.5,
130.224417,26.23175,29.7,
146.693833,26.231778,17.3,
149.51220800000004,26.232917,36.2,
129.32525,26.233528000000003,200.2,
167.138375,26.234028,21.2,
152.051292,26.241222,33.0,
165.359625,26.241833000000003,21.0,
141.09841699999996,26.245333,31.7,
137.468375,26.248528000000004,21.3,
161.475708,26.249861,32.6,
159.170792,26.251972,15.5,
149.62616699999995,26.254111,36.8,
158.819042,26.254722,388.2,
143.849083,26.254778,15.3,
134.30658300000002,26.256639,47.8,
174.98304199999995,26.257528000000004,15.8,
167.186542,26.259056,43.4,
132.346917,26.262167,23.6,
153.66475,26.263056,18.6,
131.949292,26.265667,15.6,
128.881583,26.268917,156.5,
131.523958,26.269583,29.4,
171.927583,26.272694,55.6,
143.817833,26.274472,36.3,
144.535042,26.274528000000004,36.3,
173.540417,26.277972,65.8,
162.84716699999996,26.285806,16.0,
156.691333,26.289222,53.6,
170.154667,26.294417,30.8,
170.233833,26.300278,44.4,
161.44370800000004,26.301528,139.4,
139.86558300000002,26.310278000000004,29.0,
169.74266699999995,26.311639000000003,43.9,
144.525583,26.311778000000004,16.8,
128.69875,26.313028000000006,111.9,
148.223958,26.316667,382.6,
158.8985,26.317417,17.7,
174.373208,26.320639,318.5,
137.988833,26.322889,31.3,
155.661,26.335361,15.0,
158.88820800000005,26.336833,16.6,
133.15025,26.337056,66.1,
168.415292,26.339056,19.5,
174.37633300000005,26.341833,125.9,
143.443875,26.341861,62.2,
153.186,26.342417,26.1,
142.627167,26.343278,25.4,
133.056833,26.350611,18.5,
168.247208,26.351972,80.5,
166.019375,26.352583000000006,26.0,
140.701667,26.352611,50.4,
129.68754199999998,26.353,100.7,
130.912417,26.354222,22.9,
140.494,26.356389,206.5,
169.94008300000004,26.359833,17.8,
174.7655,26.361944,50.1,
148.954792,26.365,28.6,
154.00325,26.366917,27.9,
163.217625,26.371278000000004,105.6,
158.820583,26.371667,21.4,
132.936792,26.375944,78.7,
162.11925,26.376417,237.7,
129.56775,26.380917,136.6,
172.531667,26.383056,20.5,
134.6925,26.384028000000004,86.7,
134.21045800000002,26.386194,15.1,
155.538208,26.38725,161.3,
132.50825,26.3875,32.3,
158.236333,26.392972,17.3,
134.726583,26.393278,60.8,
135.48316699999998,26.393556,31.7,
163.94845800000004,26.393611,152.0,
148.789333,26.394889000000006,16.1,
166.6985,26.396556,19.2,
143.52700000000004,26.400639,44.7,
144.058125,26.403472,122.9,
166.578917,26.405361,30.3,
152.237667,26.405861,318.5,
127.145375,26.409722,30.7,
130.5255,26.410167,16.5,
132.481667,26.418222,125.3,
160.80891699999995,26.418972,91.6,
149.14275,26.422083,15.6,
146.84008300000005,26.426944,195.4,
150.849333,26.429583,16.2,
131.137375,26.429722,18.0,
172.775583,26.431111,28.3,
164.27175,26.4325,32.1,
154.813958,26.432944,41.8,
145.622042,26.433306,74.8,
152.13025,26.434694,42.2,
141.885208,26.435194,35.5,
161.24408300000005,26.435889000000003,35.8,
126.558333,26.437917,39.9,
133.033875,26.438667,34.7,
133.000792,26.440167,188.5,
160.9015,26.444083000000006,19.0,
164.533375,26.447972,41.1,
145.05629199999996,26.449083,124.2,
145.63025,26.449444,593.3,
171.42625,26.450083000000006,98.7,
126.035417,26.453472,18.1,
145.348667,26.456028000000003,220.9,
167.889083,26.466083,23.9,
153.82875,26.466722,60.8,
162.639625,26.467028000000006,15.7,
141.65258300000005,26.467528,47.4,
128.70083300000002,26.469472,19.1,
126.02675,26.469778,58.0,
138.12729199999998,26.470389,20.8,
169.865375,26.471,30.7,
172.793833,26.472056,17.2,
132.89525,26.477167,35.6,
142.44575,26.480028000000004,21.8,
138.941833,26.485306,27.9,
132.854375,26.488056,18.9,
130.543875,26.4905,28.8,
147.304875,26.497,32.2,
129.721583,26.499639,38.0,
130.75375,26.500194,132.9,
165.03075,26.500639000000003,45.6,
131.938167,26.503944,37.4,
172.915083,26.5055,18.9,
125.49925,26.506,19.4,
127.627417,26.506222,45.8,
127.826125,26.507083,68.5,
162.456208,26.510083,32.2,
167.972042,26.513306,15.2,
132.987125,26.514778000000003,15.8,
153.248333,26.515278,36.3,
130.075125,26.522028,47.9,
145.36420800000005,26.522861,37.8,
128.485,26.523306,16.0,
156.615542,26.524583000000003,30.7,
158.587375,26.525167,92.1,
160.07679199999995,26.526,18.0,
126.305167,26.526444,74.7,
156.53725,26.5275,20.6,
138.553167,26.530167,25.8,
158.43491699999996,26.53375,57.6,
162.48558300000005,26.535944,19.9,
132.353917,26.537167,15.7,
160.11541699999995,26.539083,123.5,
150.357208,26.539806,21.5,
173.509125,26.540139,15.6,
151.191917,26.540472,94.1,
166.49741699999996,26.542583,20.1,
159.8845,26.544472,143.5,
133.803833,26.544889,28.2,
131.443167,26.546278000000004,35.7,
166.19299999999996,26.546528,38.2,
152.939125,26.550361,15.1,
168.61275,26.550361,232.0,
128.53120800000002,26.550611,18.1,
166.575,26.551444,25.2,
139.736083,26.55225,20.9,
139.973125,26.553389000000006,40.9,
149.964042,26.554556,28.6,
146.430375,26.555556,72.6,
174.3015,26.555556,38.5,
140.025458,26.556417,165.9,
172.2815,26.5575,34.3,
132.482833,26.566417,16.6,
135.370083,26.566917,17.7,
164.783917,26.571056,56.8,
128.798167,26.576056,533.0,
173.25954199999995,26.577444,32.7,
140.93266699999995,26.585472,41.2,
161.90283300000004,26.591222,40.3,
150.079417,26.59275,22.0,
166.133625,26.594111,28.9,
138.50466699999998,26.594361,42.2,
133.330958,26.598444,45.8,
157.351458,26.598833000000006,21.7,
149.673,26.599972,38.7,
157.566792,26.603056,38.3,
150.276625,26.604444,39.2,
147.69,26.604583,17.5,
146.955375,26.605361,21.9,
135.08725,26.605722,48.8,
142.661792,26.607111,18.4,
169.905125,26.61025,55.4,
128.2345,26.610917,182.8,
167.224875,26.613667,93.8,
168.88216699999995,26.6165,29.6,
148.00120800000005,26.620083,27.2,
126.890667,26.62125,101.9,
150.023458,26.621972,25.2,
155.477708,26.622361,26.0,
126.714167,26.62275,16.6,
173.2645,26.627472,32.7,
133.951167,26.6305,22.5,
171.336375,26.630528,49.4,
171.042583,26.633389,23.6,
164.355583,26.633917,435.2,
171.62825,26.634333,88.8,
151.016542,26.636167,20.0,
160.32875,26.636333,60.7,
151.7475,26.636889,91.8,
157.9835,26.639222,96.7,
152.778208,26.639444,33.3,
171.54933300000005,26.642056,16.2,
167.2505,26.643028,22.2,
140.286667,26.643083,22.3,
129.18275,26.643722,25.3,
153.774333,26.648167,41.2,
154.85933300000005,26.649778,117.4,
126.987625,26.656556,17.9,
148.66591699999995,26.656694,312.7,
141.30225,26.659556,17.5,
151.786625,26.667944,43.5,
149.50370800000005,26.669917,147.7,
131.580208,26.670167,15.9,
156.68475,26.673972,99.1,
158.9855,26.674667,28.3,
160.185667,26.676444,25.2,
126.657458,26.677417,41.2,
142.886667,26.679972,70.8,
133.01175,26.680583,34.7,
156.815833,26.681056,18.1,
146.378958,26.681528000000004,585.7,
144.225667,26.682028000000006,36.1,
163.668042,26.689333,63.9,
152.485167,26.690306,17.3,
140.436,26.693167,17.1,
149.662708,26.693306,79.4,
128.707167,26.70175,18.6,
137.959958,26.701833,47.4,
144.100167,26.706417,36.8,
133.020542,26.706556,17.7,
129.20304199999998,26.708694,27.6,
133.291292,26.70975,16.2,
151.91941699999995,26.713306,15.0,
152.554,26.71575,55.4,
158.416542,26.715972,16.7,
155.262875,26.718333,226.9,
154.562792,26.719778,22.4,
154.426792,26.720972,22.1,
141.347792,26.725222,48.2,
160.124542,26.726,15.3,
159.926583,26.727333,27.2,
139.068333,26.731806,23.3,
126.487167,26.732721999999995,222.6,
135.660667,26.7335,59.8,
131.118042,26.734694,80.0,
139.094083,26.735639000000006,15.0,
131.580833,26.735667,48.5,
140.412583,26.736806,44.4,
165.409708,26.739444,36.1,
146.895875,26.742944,218.9,
132.90258300000002,26.746194,83.3,
125.643167,26.747111,23.0,
147.813042,26.749306,32.1,
155.364583,26.749722,24.7,
134.75858300000002,26.751361,47.4,
146.199958,26.755083000000006,31.7,
151.140042,26.755917,60.4,
165.270625,26.759444,37.1,
172.077375,26.761694,31.4,
160.489375,26.762111,31.9,
149.878125,26.763833,71.1,
134.191833,26.764417,19.6,
148.750417,26.765778000000005,20.2,
135.289333,26.767222,192.1,
139.323875,26.768667,22.5,
155.695708,26.770333,100.6,
144.154833,26.772611,77.2,
151.695,26.779333,45.6,
132.876375,26.782056,233.3,
126.722958,26.783139,15.7,
140.308375,26.78375,21.3,
146.679167,26.785306,16.7,
152.312208,26.790694,17.6,
154.070583,26.791167,36.7,
171.16708300000005,26.793194,36.5,
141.016292,26.797083,31.3,
132.8835,26.79725,15.4,
173.287917,26.797833,35.1,
143.63025,26.798472,35.6,
159.674625,26.800194,43.9,
147.629083,26.802111,48.2,
129.095333,26.804333000000003,34.6,
162.557875,26.804361,23.0,
174.78325,26.804472,19.1,
170.625667,26.8055,45.5,
152.466,26.806944,34.2,
165.0825,26.810417,58.5,
144.59775,26.814111,110.6,
142.21200000000005,26.815083,17.9,
148.507375,26.815222,28.7,
132.067375,26.816139,18.7,
170.178333,26.81775,60.2,
128.974333,26.818278000000007,47.1,
148.46575,26.8205,26.4,
165.370958,26.820556,120.9,
131.671583,26.822167,105.2,
141.8495,26.822278000000004,43.3,
170.976583,26.825111,16.8,
149.543375,26.825194,102.3,
170.35329199999995,26.827611,23.6,
155.629,26.828167,21.3,
155.796417,26.828389,164.7,
138.067833,26.829028000000005,37.7,
170.932583,26.829611,23.6,
166.369375,26.830583,34.1,
138.049542,26.833472,68.0,
160.68154199999995,26.834083000000003,148.2,
139.876083,26.834417,48.9,
154.513583,26.835917,146.4,
147.542875,26.837861,16.3,
135.928042,26.839028000000006,80.6,
167.397125,26.841472,15.4,
165.731375,26.842833,93.6,
160.8815,26.843139,35.4,
143.3035,26.844417,20.1,
139.656417,26.844722,105.9,
136.613708,26.849139,16.3,
163.66575,26.849222,15.3,
159.500542,26.856806,25.5,
148.640833,26.857444,43.2,
174.12016699999995,26.861639,20.2,
170.583167,26.862583,15.6,
149.449125,26.86425,49.1,
169.870708,26.864361,18.1,
141.216625,26.866028000000004,24.2,
153.40383300000005,26.868111,157.6,
134.728833,26.871861,112.6,
126.546625,26.873444,21.3,
149.569458,26.874306,82.3,
147.191333,26.874556,56.3,
166.049708,26.874639,92.6,
135.2855,26.875472,58.2,
145.981875,26.875694,54.8,
161.48975,26.877667,56.9,
125.186875,26.878833,19.2,
173.642458,26.881028000000004,108.7,
133.358583,26.887806,45.2,
155.431875,26.889,18.9,
157.549917,26.889028000000003,17.2,
163.816125,26.889611,47.3,
153.589167,26.890833,31.9,
163.857167,26.89125,73.0,
150.223458,26.894667,19.2,
159.182583,26.894972,86.1,
151.617333,26.897278000000004,55.3,
155.884,26.897694,21.2,
148.751125,26.898889,59.0,
144.856417,26.902889,46.2,
161.6685,26.904472,163.1,
129.334375,26.904583,16.9,
154.557333,26.905306,28.3,
166.422792,26.908333,17.2,
136.7885,26.91,19.1,
150.591,26.910417,15.0,
132.394125,26.912861,18.1,
144.75104199999996,26.91375,54.1,
143.19941699999995,26.913972,17.5,
164.75104199999996,26.915028000000003,19.8,
154.383042,26.917333000000006,50.7,
160.244583,26.917889,41.6,
168.8645,26.918083000000006,59.8,
155.513,26.92,43.0,
167.40629199999995,26.92075,23.3,
171.218875,26.922806,19.1,
132.21525,26.929389,32.6,
165.958292,26.931667,30.2,
163.615125,26.931806,22.4,
129.220458,26.936028000000004,75.2,
131.045625,26.93675,17.4,
139.149,26.938444,15.9,
145.73225,26.9425,18.2,
171.297667,26.943611,15.9,
125.722375,26.944444,22.7,
129.487667,26.946833,21.3,
130.794083,26.947111,37.6,
167.315958,26.947278000000004,20.8,
125.517792,26.948222,25.1,
166.69125,26.948417,20.6,
135.026958,26.954111,101.0,
129.18283300000002,26.955167,140.4,
169.099458,26.957194,73.2,
155.154958,26.959306,24.3,
139.805625,26.961861,44.9,
152.370625,26.962556,38.5,
139.298958,26.963028,40.3,
167.851292,26.963056,94.3,
148.36291699999995,26.963861,88.3,
127.8415,26.966111,117.4,
139.067125,26.967028000000006,23.3,
136.368625,26.967944,91.3,
162.12604199999996,26.968944,327.9,
164.903333,26.970611,18.1,
158.864583,26.974361,15.0,
132.317792,26.975139,34.7,
153.09966699999995,26.978361,71.1,
139.570583,26.979222,15.3,
146.546083,26.981111,59.8,
171.934417,26.982556,100.1,
154.30291699999995,26.986889,270.3,
152.85820800000005,26.9895,56.1,
166.265375,26.989667,25.1,
135.339917,26.991083000000003,19.9,
169.200917,26.994528000000006,351.0,
157.992583,26.997167,147.5,
171.02770800000005,26.998,34.9,
131.721125,26.999139000000003,53.9,
167.193625,26.999667,24.7,
126.392875,27.003556,17.4,
131.625458,27.003667,17.5,
140.5925,27.004306,19.9,
132.95541699999998,27.0055,44.0,
126.922667,27.006028000000004,17.0,
156.268167,27.009528000000003,27.0,
169.269583,27.01025,599.1,
167.04375,27.013944,33.4,
126.409958,27.016972,31.5,
130.273833,27.019778,58.9,
130.968292,27.020167,24.5,
145.99925,27.020472,17.1,
153.487708,27.020944,44.0,
152.96866699999995,27.0235,58.7,
135.73808300000002,27.024361,26.9,
151.67779199999995,27.024639,46.8,
138.759333,27.029167,26.2,
146.883958,27.030139,18.1,
128.184458,27.034722,31.6,
147.618667,27.042222,26.0,
143.586667,27.043556,34.0,
130.551625,27.045556,15.4,
135.924375,27.050667,16.6,
163.610792,27.055,84.0,
143.325375,27.055639000000006,18.1,
132.306042,27.058528000000006,16.9,
165.72525,27.062556,35.2,
138.165,27.063611,17.2,
166.947708,27.067889,137.4,
168.76695800000005,27.069000000000006,20.2,
170.373,27.071667,59.2,
126.447333,27.072694,107.9,
139.644792,27.073056,48.0,
133.87033300000002,27.076056,19.8,
167.318958,27.078472,26.1,
169.341875,27.079972,51.6,
172.872792,27.080306,22.5,
154.600167,27.080694,55.6,
174.629458,27.082083,26.4,
162.707417,27.087194,25.5,
146.357458,27.087972,18.4,
134.419625,27.088611,73.0,
131.991625,27.089083,22.0,
127.498333,27.093194,51.0,
164.59633300000004,27.093694,18.6,
170.36175,27.09925,25.8,
150.603083,27.100417,27.1,
161.3735,27.101917,15.1,
147.23025,27.103389,15.1,
128.958875,27.107889,19.1,
127.907583,27.11375,20.7,
135.720125,27.121194,74.0,
138.284458,27.129472,15.0,
140.429292,27.129722,17.1,
141.946375,27.131556,30.0,
156.602417,27.134278,57.5,
150.803792,27.135639,57.9,
147.57916699999996,27.142,46.2,
132.704917,27.150944,15.9,
164.090958,27.153917,20.7,
169.00604199999995,27.15425,25.5,
138.359708,27.156194,16.1,
147.626833,27.157611,17.8,
131.016292,27.158806,21.3,
137.721542,27.160472,62.6,
138.982292,27.161833,73.4,
170.850833,27.162167,29.2,
157.281542,27.163278,25.1,
169.288208,27.163778000000004,25.1,
126.305458,27.168028000000003,26.9,
151.276875,27.168611,15.3,
126.864125,27.17175,15.7,
145.578875,27.175917,144.4,
146.140042,27.176167,97.9,
143.830125,27.17675,17.8,
143.803167,27.1775,16.2,
167.636708,27.180667,18.9,
128.33100000000002,27.182806,20.5,
129.087042,27.183583,27.5,
142.152917,27.184861,22.3,
141.747917,27.185083,68.7,
147.29554199999995,27.186556,481.1,
131.207833,27.187444,88.8,
169.291083,27.188583,219.7,
147.645875,27.188833,59.8,
166.338,27.19025,33.4,
155.784125,27.192583000000006,21.5,
130.870375,27.194278000000004,21.9,
129.486917,27.195833,194.4,
173.390083,27.19625,71.6,
142.17083300000004,27.197083000000006,17.0,
148.83700000000005,27.199361,233.2,
149.180958,27.202833,36.3,
141.087292,27.205444,55.6,
169.55516699999995,27.206056,22.8,
147.211958,27.206472,15.4,
144.724292,27.208167,34.7,
157.32695800000005,27.210417,25.5,
159.590292,27.214444,15.2,
137.87841699999998,27.216333,64.3,
147.246958,27.220417,27.5,
147.42529199999996,27.221722,57.7,
125.371958,27.222361,28.4,
137.815167,27.222639,22.3,
135.774833,27.223028000000006,28.9,
139.153875,27.223528,57.9,
172.15366699999996,27.226028000000003,40.4,
130.033125,27.226611,22.2,
149.08425,27.22775,24.1,
126.165,27.230056,15.9,
154.158167,27.231194,196.6,
126.958417,27.2325,137.2,
132.930625,27.233694,18.4,
138.659708,27.233694,75.9,
140.188042,27.234889000000006,462.5,
131.9285,27.236361,107.2,
135.361917,27.236972,62.8,
141.825917,27.239528000000004,20.7,
148.5625,27.242306,62.8,
171.363,27.248,90.8,
126.600375,27.248139,22.8,
147.368417,27.249,18.0,
162.85675,27.251556,28.1,
149.583333,27.253167,16.1,
146.243125,27.255833000000006,123.6,
158.668917,27.258611,42.4,
163.198042,27.259278,25.4,
158.380375,27.262139,20.7,
146.435708,27.262556,38.2,
155.873292,27.266111,19.3,
142.273542,27.266917,41.8,
143.932333,27.267611,32.2,
162.952875,27.270444,20.7,
149.18991699999995,27.271694,57.8,
146.328667,27.272139000000006,135.3,
138.59975,27.27225,74.9,
149.837167,27.274111,17.9,
126.852792,27.275417,18.8,
163.217375,27.278306,23.7,
126.782958,27.279,27.1,
153.683542,27.282,72.2,
148.593292,27.286361,76.7,
147.51570800000005,27.298417,22.5,
161.486083,27.29875,38.1,
125.399417,27.30125,34.7,
143.08783300000005,27.301361,24.0,
131.339667,27.312306,32.7,
160.849292,27.313139000000003,18.7,
170.608375,27.313417,18.3,
127.681792,27.313667,16.0,
150.117708,27.315556,58.0,
146.11675,27.319722,32.5,
151.844333,27.322306,23.8,
135.88725,27.3245,169.8,
149.077208,27.325778000000003,15.6,
125.133667,27.330833,17.1,
139.77775,27.332417,32.1,
132.9975,27.335472,21.4,
163.658,27.336083,19.1,
171.947792,27.340222,40.8,
135.749833,27.341111,83.3,
138.90475,27.342028000000006,272.0,
172.384083,27.342306,16.2,
149.06845800000005,27.345222,16.8,
144.882708,27.3465,59.3,
138.380833,27.349389,16.5,
132.74141699999998,27.354861,32.4,
125.467542,27.358389000000006,16.0,
132.791792,27.358556,55.8,
142.788833,27.35975,28.7,
167.70683300000005,27.363278,29.1,
128.672167,27.366444,43.9,
145.468458,27.371611,104.2,
131.785583,27.375083,49.9,
167.014,27.37625,21.1,
136.826542,27.377611,88.1,
144.161458,27.378389,24.0,
136.071583,27.380444,151.3,
150.98095800000004,27.381083,23.3,
150.709833,27.381306,17.2,
128.10675,27.382333000000006,126.0,
132.5425,27.384167,52.3,
136.262417,27.385528000000004,66.6,
143.178958,27.386806,111.8,
159.556958,27.393028,21.7,
161.34508300000005,27.39375,40.1,
174.422583,27.394139000000006,157.0,
131.792583,27.3945,36.6,
172.744958,27.400222,23.4,
134.887667,27.40175,26.8,
125.440333,27.406222,29.2,
147.246125,27.407056,126.1,
173.691792,27.408222,45.2,
153.515417,27.40975,72.1,
136.458292,27.413,26.8,
170.21633300000005,27.416917,27.2,
174.434792,27.417611,15.9,
125.94075,27.417944,20.1,
141.654792,27.41975,87.1,
165.17808300000004,27.419944,57.9,
130.917458,27.423528000000005,39.7,
163.451375,27.424444,19.1,
144.15158300000004,27.427139,393.1,
132.46141699999998,27.430694,31.2,
141.006417,27.433167,15.6,
126.568,27.435,20.6,
145.422,27.435833,18.0,
138.155375,27.437056,16.0,
141.657083,27.438278000000004,55.4,
125.044333,27.440917,22.0,
158.428708,27.444556,23.5,
162.80058300000005,27.449389,29.6,
147.157792,27.449417,85.8,
163.999042,27.450222,55.4,
146.325875,27.451583000000007,193.3,
170.50599999999997,27.454806,81.1,
125.517333,27.462167,18.2,
130.90145800000002,27.462417,87.4,
159.456125,27.462444,28.9,
144.299583,27.464694,15.1,
151.437375,27.468528000000006,108.4,
155.02325,27.469611,28.5,
137.93525,27.473639,59.5,
145.450583,27.477472,177.2,
142.581333,27.478833,36.8,
132.224208,27.480028000000004,35.8,
129.095375,27.481333000000006,312.6,
125.516292,27.482306,22.6,
150.61904199999995,27.482528,22.7,
139.708958,27.483083,17.8,
140.120542,27.485333,132.0,
146.315042,27.486472,245.9,
171.158333,27.490667,21.5,
162.85,27.492028,26.0,
125.461292,27.494028000000004,17.6,
136.224083,27.498333,200.0,
132.416667,27.500694,17.6,
161.054375,27.503333,26.5,
158.238792,27.504333000000006,71.4,
142.6145,27.506028000000004,28.2,
156.364583,27.508972,31.9,
170.526917,27.51375,190.4,
162.392708,27.514167,35.7,
161.951292,27.514167,18.5,
173.448375,27.515083,16.4,
129.036792,27.517583,43.2,
149.764083,27.518083,92.0,
173.725042,27.518889,44.2,
142.4785,27.52525,16.4,
169.01066699999996,27.526778000000004,31.9,
166.92791699999995,27.532944,32.6,
136.806917,27.533778,15.4,
156.288042,27.534028000000006,126.3,
147.473875,27.535056,17.0,
161.529583,27.535556,15.9,
149.53258300000005,27.536389,447.1,
139.869292,27.536917,31.4,
149.093583,27.537694,17.2,
137.483875,27.537806,169.0,
153.9475,27.538361,54.7,
160.3635,27.539889,146.6,
172.25358300000005,27.54025,22.4,
133.499083,27.544833,18.2,
127.960167,27.547917,34.9,
137.863667,27.549472,133.1,
172.3,27.553278,65.3,
160.730458,27.557194,18.2,
144.772042,27.558417,22.0,
156.281833,27.558667,24.6,
168.648,27.559444,32.5,
157.90866699999995,27.559611,126.3,
149.5655,27.559722,101.5,
131.343208,27.560611,30.0,
130.58975,27.561333,15.0,
162.702167,27.562694,28.0,
166.026042,27.56775,27.3,
131.094208,27.569861,55.8,
156.090792,27.571389,24.5,
152.28483300000005,27.573083,39.1,
132.236083,27.57325,41.8,
131.352542,27.5735,31.1,
149.550958,27.575694,56.6,
169.5155,27.580139000000006,56.5,
142.75825,27.581194,167.2,
158.842792,27.584889,93.4,
152.086,27.585889,15.8,
173.4115,27.586972,57.4,
133.401917,27.588167,90.9,
144.569333,27.591111,22.3,
126.925958,27.591611,38.7,
173.388958,27.592917,22.2,
135.11070800000002,27.593611,23.8,
142.861625,27.594944,25.0,
160.23541699999996,27.595667,38.9,
165.458,27.595778000000006,26.7,
151.665,27.596806,19.1,
133.111542,27.598889,25.2,
138.003208,27.601889,18.9,
170.12525,27.603139,162.3,
145.546625,27.603861,70.8,
140.55525,27.604361,17.1,
164.37620800000005,27.606944,99.7,
166.097208,27.614194,29.3,
139.703875,27.614889,16.2,
165.15925,27.614889,26.9,
143.799083,27.615111,18.0,
151.021917,27.618611,18.0,
169.590833,27.618889000000006,16.9,
140.56,27.61925,16.2,
169.976208,27.619417,42.5,
138.597583,27.624306,19.5,
156.341833,27.625472,20.0,
138.3625,27.626,61.9,
134.178542,27.627694,18.0,
174.77754199999995,27.628972,17.6,
126.526667,27.629583,35.5,
151.680792,27.631278,27.0,
145.711917,27.633083000000006,241.9,
156.06966699999995,27.634194,15.8,
153.43520800000005,27.638778,85.5,
153.38691699999995,27.640083,16.7,
141.984042,27.640278,272.2,
141.546208,27.641278000000003,19.7,
142.005292,27.642139,225.2,
131.860875,27.642444,21.3,
171.607958,27.644417,34.5,
129.124333,27.644583,21.2,
132.932292,27.647167,226.4,
166.323042,27.647278000000004,17.5,
136.38579199999998,27.649111,16.2,
165.1615,27.659278000000004,16.0,
174.886625,27.659944,25.2,
145.40254199999995,27.6605,18.6,
168.757667,27.662667,21.2,
137.454875,27.665222,15.8,
140.282667,27.667917,18.3,
152.322958,27.668306,22.1,
146.318333,27.671056,33.3,
168.025792,27.671389,20.1,
